Name,Team,Pos,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,ARM,DPR,RngR,ErrR,UZR,UZR/150,FRM,OAA,FRV,Def,NameASCII,PlayerId,MLBAMID
"Brendan Donovan","STL","LF",152,,,,,0,0,-2,,-2,,,,,,,,-2,-2,-2.2727372032565674,"Brendan Donovan",24679,680977
"Griffin Conine","MIA","LF",113,,,,,-1,1,-3,,-3,,,,,,,,-1,-2,-2.288873958184814,"Griffin Conine",21626,665052
"JJ Bleday","ATH","LF",95,,,,,0,-1,0,,-1,,,,,,,,-2,-2,-2.3004463036479272,"JJ Bleday",26368,668709
"Jonatan Clase","TOR","LF",182.1,,,,,1,0,1,,2,,,,,,,,-2,-2,-2.387314023444335,"Jonatan Clase",26599,682729
"Spencer Steer","CIN","LF",71,,,,,-1,0,-3,,-4,,,,,,,,-3,-2,-2.4084835434129164,"Spencer Steer",26323,668715
"Davis Schneider","TOR","LF",347,,,,,-2,0,1,,-1,,,,,,,,-1,-2,-2.4480224114943745,"Davis Schneider",23565,676914
"Mickey Moniak","COL","LF",108,,,,,-1,0,-1,,-2,,,,,,,,-2,-2,-2.4979678914510295,"Mickey Moniak",19956,666160
"Alec Burleson","STL","LF",327,,,,,0,0,-2,,-2,,,,,,,,-1,-2,-2.6591493409740807,"Alec Burleson",27615,676475
"Christian Yelich","MIL","LF",153.1,,,,,1,0,0,,1,,,,,,,,-3,-2,-2.675273382097158,"Christian Yelich",11477,592885
"Jonathan India","KCR","LF",146,,,,,0,0,-2,,-2,,,,,,,,-3,-2,-2.704083637235342,"Jonathan India",21523,663697
"Max Kepler","PHI","LF",773.1,,,,,0,-1,3,,2,,,,,,,,0,-1,-2.8287339815194277,"Max Kepler",12144,596146
"Jake Mangum","TBR","LF",433,,,,,-2,1,1,,0,,,,,,,,-1,-2,-2.8591588213441366,"Jake Mangum",26202,663968
"Daylen Lile","WSN","LF",179,,,,,1,0,-5,,-4,,,,,,,,-2,-2,-2.8775504653952657,"Daylen Lile",29995,695734
"Kyle Schwarber","PHI","LF",66,,,,,0,0,-2,,-2,,,,,,,,-2,-3,-2.9159872795078923,"Kyle Schwarber",16478,656941
"Miguel Andujar","- - -","LF",217,,,,,-1,0,-2,,-3,,,,,,,,-3,-2,-3.018509276310728,"Miguel Andujar",15878,609280
"Ramón Laureano","- - -","LF",511,,,,,1,3,-2,,2,,,,,,,,-3,-2,-3.089331103905671,"Ramon Laureano",17128,657656
"Chandler Simpson","TBR","LF",413.2,,,,,0,-1,-3,,-4,,,,,,,,-1,-2,-3.181317196821741,"Chandler Simpson",31912,802415
"Ian Happ","CHC","LF",1274.1,,,,,4,-2,7,,9,,,,,,,,0,0,-3.2555260109848208,"Ian Happ",17919,664023
"Jarren Duran","BOS","LF",1149,,,,,6,2,3,,11,,,,,,,,-4,0,-3.291667683499656,"Jarren Duran",24617,680776
"Gavin Sheets","SDP","LF",479,,,,,1,0,-4,,-3,,,,,,,,-4,-2,-3.43468924935668,"Gavin Sheets",19901,657757
"Trevor Larnach","MIN","LF",131,,,,,-1,0,-2,,-3,,,,,,,,-3,-3,-3.497910509148315,"Trevor Larnach",21501,663616
"Jordan Beck","COL","LF",1157.1,,,,,3,1,-3,,1,,,,,,,,-2,-1,-3.6698040597051174,"Jordan Beck",31431,687597
"Brandon Nimmo","NYM","LF",1268.2,,,,,-3,3,4,,4,,,,,,,,0,0,-3.725446799111098,"Brandon Nimmo",12927,607043
"Adam Frazier","- - -","LF",226,,,,,1,1,-3,,-1,,,,,,,,-3,-3,-3.738783343685595,"Adam Frazier",15223,624428
"Heston Kjerstad","BAL","LF",208.1,,,,,-2,-1,-2,,-5,,,,,,,,-3,-3,-4.04219693424293,"Heston Kjerstad",31166,677008
"Tommy Pham","PIT","LF",924.2,,,,,-2,2,5,,5,,,,,,,,-1,-2,-4.483201988948742,"Tommy Pham",2967,502054
"Riley Greene","DET","LF",1030.1,,,,,-5,-1,1,,-5,,,,,,,,2,-2,-4.494826127362194,"Riley Greene",25976,682985
"Brooks Baldwin","CHW","LF",258.1,,,,,0,0,-4,,-4,,,,,,,,-4,-4,-4.829546590082545,"Brooks Baldwin",31394,681460
"Alex Call","- - -","LF",269.1,,,,,0,0,1,,1,,,,,,,,-4,-4,-5.046246099530869,"Alex Call",19296,669743
"Lourdes Gurriel Jr.","ARI","LF",1006.1,,,,,-3,1,-1,,-3,,,,,,,,-3,-3,-5.4374927798986565,"Lourdes Gurriel Jr.",19238,666971
"Taylor Ward","LAA","LF",1331.2,,,,,-3,-1,1,,-3,,,,,,,,0,-2,-5.820959121819681,"Taylor Ward",17548,621493
"Jose Altuve","HOU","LF",371,,,,,-1,0,-9,,-10,,,,,,,,-5,-5,-5.994775791988942,"Jose Altuve",5417,514888
"Alex Verdugo","ATL","LF",426.1,,,,,0,-2,2,,0,,,,,,,,-5,-5,-6.275764233607601,"Alex Verdugo",17027,657077
"Gavin Lux","CIN","LF",392.2,,,,,-1,0,-4,,-5,,,,,,,,-6,-5,-6.455733055050747,"Gavin Lux",19955,666158
"Christopher Morel","TBR","LF",468.2,,,,,-2,2,-4,,-4,,,,,,,,-5,-6,-6.82079091198811,"Christopher Morel",21897,666624
"Lars Nootbaar","STL","LF",846,,,,,0,-1,-1,,-2,,,,,,,,-3,-5,-7.673187843050516,"Lars Nootbaar",21454,663457
"James Wood","WSN","LF",1067.1,,,,,3,0,-2,,1,,,,,,,,-7,-6,-9.025475917251732,"James Wood",29518,695578
"Jurickson Profar","ATL","LF",701,,,,,-6,1,-4,,-9,,,,,,,,-6,-8,-9.74265575150908,"Jurickson Profar",10815,595777
"Michael Conforto","LAD","LF",1010,,,,,1,-1,-5,,-5,,,,,,,,-8,-8,-10.795547358129204,"Michael Conforto",16376,624424
"Jasson Domínguez","NYY","LF",793,,,,,0,-1,-6,,-7,,,,,,,,-9,-9,-11.148760862356298,"Jasson Dominguez",28080,691176
"Randy Arozarena","SEA","LF",1408.1,,,,,2,0,-3,,-1,,,,,,,,-6,-8,-11.325966731472983,"Randy Arozarena",19290,668227
"Andrew Benintendi","CHW","LF",564.1,,,,,-2,0,-1,,-3,,,,,,,,-8,-10,-11.75377034975805,"Andrew Benintendi",17901,643217
"Heliot Ramos","SFG","LF",1332.2,,,,,3,-5,-4,,-6,,,,,,,,-9,-11,-14.785157031228298,"Heliot Ramos",22515,671218
